"team","year","league","w","l","t","playoffs","pts.for","pts.ag","pt.dif","coach","o.pt.rnk","o.yd.rnk","d.pt.rnk","d.yd.rnk","pt.dif.rnk","yd.dif.rnk","n.teams","w.pct","pt.dif.gm","pt.dif.qnt","pt.dif.zs"
"ram",1996,"NFL",6,10,0,"",303,409,-106,"Brooks",20,27,27,26,27,30,30,0.375,-6.625,0.103448275862069,-1.12386340089151
"ram",1995,"NFL",7,9,0,"",309,418,-109,"Brooks",22,15,29,12,27,15,30,0.4375,-6.8125,0.103448275862069,-1.28575400229312
"ram",1994,"NFL",4,12,0,"",286,365,-79,"Knox",21,21,23,16,24,20,28,0.25,-4.9375,0.148148148148148,-0.928833432580718
"ram",1993,"NFL",5,11,0,"",221,367,-146,"Knox",26,18,25,24,27,22,28,0.3125,-9.125,0.0370370370370371,-1.61794443054593
"ram",1992,"NFL",6,10,0,"",313,383,-70,"Knox",12,13,27,27,20,22,28,0.375,-4.375,0.296296296296296,-0.689076665246967
"ram",1991,"NFL",3,13,0,"",234,390,-156,"Robinson",24,18,27,23,25,21,28,0.1875,-9.75,0.111111111111111,-1.38794413778366
"ram",1990,"NFL",5,11,0,"",345,412,-67,"Robinson",12,5,25,21,22,14,28,0.3125,-4.1875,0.222222222222222,-0.641545270641045
"ram",1989,"NFL",11,5,0,"Lost Conf",426,344,82,"Robinson",2,4,17,21,7,8,28,0.6875,5.125,0.777777777777778,0.832421773020391
"ram",1988,"NFL",10,6,0,"Lost WC",407,293,114,"Robinson",3,3,7,9,3,5,28,0.625,7.125,0.925925925925926,1.44382218909516
"ram",1987,"NFL",6,9,0,"",317,361,-44,"Robinson",16,19,22,21,21,23,28,0.4,-2.93333333333333,0.259259259259259,-0.485786825500536
"ram",1986,"NFL",10,6,0,"Lost WC",309,267,42,"Robinson",17,23,4,5,10,18,28,0.625,2.625,0.666666666666667,0.429603153058422
"ram",1985,"NFL",11,5,0,"Lost Conf",340,277,63,"Robinson",15,26,4,5,7,17,28,0.6875,3.9375,0.777777777777778,0.606694420573662
"ram",1984,"NFL",10,6,0,"Lost WC",346,316,30,"Robinson",12,21,13,14,11,20,28,0.625,1.875,0.62962962962963,0.253739675589634
"ram",1983,"NFL",9,7,0,"Lost Div",361,344,17,"Robinson",11,12,15,15,10,16,28,0.5625,1.0625,0.666666666666667,0.19308026646467
"ram",1982,"NFL",2,7,0,"",200,250,-50,"Malavasi",9,6,28,27,25,23,28,0.222222222222222,-5.55555555555556,0.111111111111111,-0.912792049319997
"ram",1981,"NFL",6,10,0,"",303,351,-48,"Malavasi",21,24,17,8,19,20,28,0.375,-3,0.333333333333333,-0.503453420422042
"ram",1980,"NFL",11,5,0,"Lost WC",424,289,135,"Malavasi",3,2,7,4,3,2,28,0.6875,8.4375,0.925925925925926,1.3783538960351
"ram",1979,"NFL",9,7,0,"Lost SB",323,309,14,"Malavasi",15,13,11,7,13,6,28,0.5625,0.875,0.555555555555556,0.181855105732719
"ram",1978,"NFL",12,4,0,"Lost Conf",316,245,71,"Malavasi",9,6,4,1,6,3,28,0.75,4.4375,0.814814814814815,0.919071569687194
"ram",1977,"NFL",10,4,0,"Lost Div",302,146,156,"Knox",4,5,2,4,1,2,28,0.714285714285714,11.1428571428571,1,1.7704509806913
"ram",1976,"NFL",10,3,1,"Lost Conf",351,190,161,"Knox",3,5,3,4,3,2,28,0.714285714285714,11.5,0.925925925925926,1.24685406183441
"ram",1975,"NFL",12,2,0,"Lost Conf",312,135,177,"Knox",11,9,1,2,3,4,26,0.857142857142857,12.6428571428571,0.92,1.4249526592825
"ram",1974,"NFL",10,4,0,"Lost Conf",263,181,82,"Knox",13,9,1,3,6,4,26,0.714285714285714,5.85714285714286,0.8,0.934641821144448
"ram",1973,"NFL",12,2,0,"Lost Div",388,178,210,"Knox",1,1,4,1,1,1,26,0.857142857142857,15,1,1.66716239459526
"ram",1972,"NFL",6,7,1,"",291,286,5,"Prothro",14,7,16,11,15,9,26,0.428571428571429,0.357142857142857,0.44,0.0418688228678667
"ram",1971,"NFL",8,5,1,"",313,260,53,"Prothro",5,8,8,14,10,10,26,0.571428571428571,3.78571428571429,0.64,0.53558637833232
"ram",1970,"NFL",9,4,1,"",325,202,123,"Allen",4,6,2,3,3,3,26,0.642857142857143,8.78571428571429,0.92,1.22753757434887
"ram",1969,"NFL",11,3,0,"Lost Div",320,243,77,"Allen",4,12,5,6,3,8,16,0.785714285714286,5.5,0.866666666666667,0.738997563677746
"ram",1968,"NFL",10,3,1,"",312,200,112,"Allen",5,8,3,1,4,3,16,0.714285714285714,8,0.8,0.793567404107706
"ram",1967,"NFL",11,1,2,"Lost Div",398,196,202,"Allen",1,6,1,3,1,2,16,0.785714285714286,14.4285714285714,1,1.6620308090758
"ram",1966,"NFL",8,6,0,"",289,212,77,"Allen",10,7,2,4,5,6,15,0.571428571428571,5.5,0.714285714285714,0.635871924240404
"ram",1965,"NFL",4,10,0,"",269,328,-59,"Svare",11,8,9,4,12,7,14,0.285714285714286,-4.21428571428571,0.153846153846154,-0.709229857720501
"ram",1964,"NFL",5,7,2,"",283,339,-56,"Svare",8,12,12,6,10,11,14,0.357142857142857,-4,0.307692307692308,-0.565133741446382
"ram",1963,"NFL",5,9,0,"",210,350,-140,"Svare",13,13,9,8,13,13,14,0.357142857142857,-10,0.0769230769230769,-1.18452206837835
"ram",1962,"NFL",1,12,1,"",220,334,-114,"Waterfield,Svare",14,14,8,10,13,14,14,0.0714285714285714,-8.14285714285714,0.0769230769230769,-1.02779993228804
"ram",1961,"NFL",4,10,0,"",263,333,-70,"Waterfield",12,10,11,11,11,11,14,0.285714285714286,-5,0.230769230769231,-0.536292946784504
"ram",1960,"NFL",4,7,1,"",265,297,-32,"Waterfield",7,10,10,11,9,11,13,0.333333333333333,-2.66666666666667,0.333333333333333,-0.36419408664356
"ram",1959,"NFL",2,10,0,"",242,315,-73,"Gillman",9,2,10,7,10,3,12,0.166666666666667,-6.08333333333333,0.181818181818182,-0.843729478342504
"ram",1958,"NFL",8,4,0,"",344,278,66,"Gillman",2,2,8,6,4,3,12,0.666666666666667,5.5,0.727272727272727,0.659293137203363
"ram",1957,"NFL",6,6,0,"",307,278,29,"Gillman",1,1,10,9,4,5,12,0.5,2.41666666666667,0.727272727272727,0.483138165413673
"ram",1956,"NFL",4,8,0,"",291,307,-16,"Gillman",3,2,10,9,6,4,12,0.333333333333333,-1.33333333333333,0.545454545454545,-0.228639309314946
"ram",1955,"NFL",8,3,1,"Lost Conf",260,231,29,"Gillman",4,2,4,8,4,6,12,0.666666666666667,2.41666666666667,0.727272727272727,0.473659887159022
"ram",1954,"NFL",6,5,1,"",314,285,29,"Pool",3,1,10,8,6,3,12,0.5,2.41666666666667,0.545454545454545,0.230714267366023
"ram",1953,"NFL",8,3,1,"",366,236,130,"Pool",2,2,5,4,4,2,12,0.666666666666667,10.8333333333333,0.727272727272727,1.02769352727419
"ram",1952,"NFL",9,3,0,"Lost Div",349,234,115,"Pool,Stydahar",1,2,6,9,2,4,12,0.75,9.58333333333333,0.909090909090909,1.52406563463695
"ram",1951,"NFL",8,4,0,"Won Champ",392,261,131,"Stydahar",1,1,6,8,2,1,12,0.666666666666667,10.9166666666667,0.909090909090909,1.30072228121171
"ram",1950,"NFL",9,3,0,"Lost Conf",466,309,157,"Stydahar",1,1,9,10,2,1,13,0.75,13.0833333333333,0.916666666666667,1.40152774576151
"ram",1949,"NFL",8,2,2,"Lost Conf",360,239,121,"Shaughnessy",2,3,4,4,2,3,10,0.666666666666667,10.0833333333333,0.888888888888889,0.927509467133519
"ram",1948,"NFL",6,5,1,"",327,269,58,"Shaughnessy",4,3,5,4,4,3,10,0.5,4.83333333333333,0.666666666666667,0.356359267619502
"ram",1947,"NFL",6,6,0,"",259,214,45,"Snyder",6,5,2,3,5,5,10,0.5,3.75,0.555555555555556,0.454778363948354
"ram",1946,"NFL",6,4,1,"",277,257,20,"Walsh",2,1,8,8,4,5,10,0.545454545454545,1.81818181818182,0.666666666666667,0.180913968689329
"ram",1945,"NFL",9,1,0,"Won Champ",244,136,108,"Walsh",3,2,3,3,2,2,10,0.9,10.8,0.888888888888889,1.05343574341017
"ram",1944,"NFL",4,6,0,"",188,224,-36,"Donelli",6,6,8,9,7,7,11,0.4,-3.6,0.4,-0.302996691101822
"ram",1942,"NFL",5,6,0,"",150,207,-57,"Clark",6,7,6,10,6,10,10,0.454545454545455,-5.18181818181818,0.444444444444444,-0.372441420456073
"ram",1941,"NFL",2,9,0,"",116,244,-128,"Clark",9,7,9,9,9,7,10,0.181818181818182,-11.6363636363636,0.111111111111111,-0.897256877942071
"ram",1940,"NFL",4,6,1,"",171,191,-20,"Clark",5,5,8,10,7,7,10,0.363636363636364,-1.81818181818182,0.333333333333333,-0.239362231218735
"ram",1939,"NFL",5,5,1,"",195,164,31,"Clark",4,5,6,5,5,5,10,0.454545454545455,2.81818181818182,0.555555555555556,0.273178121667947
"ram",1938,"NFL",4,7,0,"",131,215,-84,"Lewis,Bezdek",6,9,10,9,9,9,10,0.363636363636364,-7.63636363636364,0.111111111111111,-1.12089707663561
"ram",1937,"NFL",1,10,0,"",75,207,-132,"Bezdek",10,9,10,8,10,9,10,0.0909090909090909,-12,0,-1.5555058985876
"tam",2013,"NFL",0,8,0,"",124,190,-66,"Schiano",31,31,17,17,28,28,32,0,-8.25,0.129032258064516,-0.982209653945489
"tam",2012,"NFL",7,9,0,"",389,394,-5,"Schiano",13,9,23,29,17,21,32,0.4375,-0.3125,0.483870967741935,-0.0448982887844452
"tam",2011,"NFL",4,12,0,"",287,494,-207,"Morris",27,21,32,30,31,31,32,0.25,-12.9375,0.032258064516129,-1.87833115778178
"tam",2010,"NFL",10,6,0,"",341,318,23,"Morris",20,19,9,17,15,16,32,0.625,1.4375,0.548387096774194,0.237160972536485
"tam",2009,"NFL",3,13,0,"",244,400,-156,"Morris",30,28,27,27,29,27,32,0.1875,-9.75,0.0967741935483871,-1.30753772549629
"tam",2008,"NFL",9,7,0,"",361,323,38,"Gruden",19,14,10,9,15,10,32,0.5625,2.375,0.548387096774194,0.3544303772095
"tam",2007,"NFL",9,7,0,"Lost WC",334,270,64,"Gruden",18,18,3,2,9,6,32,0.5625,4,0.741935483870968,0.550223784084967
"tam",2006,"NFL",4,12,0,"",211,353,-142,"Gruden",31,29,21,17,31,29,32,0.25,-8.875,0.032258064516129,-1.53464848149341
"tam",2005,"NFL",11,5,0,"Lost WC",300,274,26,"Gruden",20,23,8,1,14,16,32,0.6875,1.625,0.580645161290323,0.245601229796271
"tam",2004,"NFL",5,11,0,"",301,304,-3,"Gruden",23,22,9,5,17,12,32,0.3125,-0.1875,0.483870967741935,-0.0328253404209877
"tam",2003,"NFL",7,9,0,"",301,264,37,"Gruden",18,10,4,5,14,4,32,0.4375,2.3125,0.580645161290323,0.375186804468954
"tam",2002,"NFL",12,4,0,"Won SB",346,196,150,"Gruden",18,24,1,1,2,4,32,0.75,9.375,0.967741935483871,1.69058899910312
"tam",2001,"NFL",9,7,0,"Lost WC",324,280,44,"Dungy",15,26,8,6,10,15,31,0.5625,2.75,0.7,0.448651149678561
"tam",2000,"NFL",10,6,0,"Lost WC",388,269,119,"Dungy",6,21,7,9,4,19,31,0.625,7.4375,0.9,1.01962468072483
"tam",1999,"NFL",11,5,0,"Lost Conf",270,235,35,"Dungy",27,28,3,3,14,19,31,0.6875,2.1875,0.566666666666667,0.326871628590864
"tam",1998,"NFL",8,8,0,"",314,295,19,"Dungy",18,22,5,2,12,9,30,0.5,1.1875,0.620689655172414,0.170658735386576
"tam",1997,"NFL",10,6,0,"Lost Div",299,263,36,"Dungy",23,29,2,3,12,18,30,0.625,2.25,0.620689655172414,0.406383776141003
"tam",1996,"NFL",6,10,0,"",221,293,-72,"Dungy",30,28,8,11,25,24,30,0.375,-4.5,0.172413793103448,-0.763378913813101
"tam",1995,"NFL",7,9,0,"",238,335,-97,"Wyche",29,27,12,27,26,30,30,0.4375,-6.0625,0.137931034482759,-1.14420310295809
"tam",1994,"NFL",6,10,0,"",251,351,-100,"Wyche",26,20,20,21,26,23,28,0.375,-6.25,0.0740740740740741,-1.17573852225407
"tam",1993,"NFL",5,11,0,"",237,376,-139,"Wyche",23,25,26,22,26,25,28,0.3125,-8.6875,0.0740740740740741,-1.54037175236907
"tam",1992,"NFL",5,11,0,"",267,365,-98,"Wyche",21,16,25,25,26,17,28,0.3125,-6.125,0.0740740740740741,-0.964707331345754
"tam",1991,"NFL",3,13,0,"",199,365,-166,"Williamson",26,26,25,11,26,26,28,0.1875,-10.375,0.0740740740740741,-1.47691491584671
"tam",1990,"NFL",6,10,0,"",264,367,-103,"Perkins,Williamson",25,24,22,24,25,26,28,0.375,-6.4375,0.111111111111111,-0.986256162328771
"tam",1989,"NFL",5,11,0,"",320,419,-99,"Perkins",16,22,27,17,24,21,28,0.3125,-6.1875,0.148148148148148,-1.00499701864657
"tam",1988,"NFL",5,11,0,"",261,350,-89,"Perkins",22,17,19,13,25,15,28,0.3125,-5.5625,0.111111111111111,-1.12719451604797
"tam",1987,"NFL",4,11,0,"",286,360,-74,"Perkins",19,27,20,16,24,25,28,0.266666666666667,-4.93333333333333,0.148148148148148,-0.817005115614539
"tam",1986,"NFL",2,14,0,"",239,473,-234,"Bennett",26,27,28,28,28,28,28,0.125,-14.625,0,-2.3935032813255
"tam",1985,"NFL",2,14,0,"",294,448,-154,"Bennett",21,23,27,26,26,27,28,0.125,-9.625,0.0740740740740741,-1.48303080584673
"tam",1984,"NFL",6,10,0,"",335,380,-45,"McKay",14,10,21,20,20,18,28,0.375,-2.8125,0.296296296296296,-0.380609513384451
"tam",1983,"NFL",2,14,0,"",241,380,-139,"McKay",27,28,22,16,27,26,28,0.125,-8.6875,0.0370370370370371,-1.57871511991701
"tam",1982,"NFL",5,4,0,"Lost WC",158,178,-20,"McKay",18,13,16,3,19,4,28,0.555555555555556,-2.22222222222222,0.333333333333333,-0.365116819727999
"tam",1981,"NFL",9,7,0,"Lost Div",315,268,47,"McKay",18,18,4,13,12,17,28,0.5625,2.9375,0.592592592592593,0.492964807496583
"tam",1980,"NFL",5,10,1,"",271,341,-70,"McKay",23,15,20,20,22,18,28,0.3125,-4.375,0.222222222222222,-0.71470202016635
"tam",1979,"NFL",10,6,0,"Lost Conf",273,237,36,"McKay",21,14,1,1,9,5,28,0.625,2.25,0.703703703703704,0.467627414741277
"tam",1978,"NFL",5,11,0,"",241,259,-18,"McKay",25,28,7,4,17,22,28,0.3125,-1.125,0.407407407407407,-0.233004059920697
"tam",1977,"NFL",2,12,0,"",103,223,-120,"McKay",28,28,12,13,26,28,28,0.142857142857143,-8.57142857142857,0.0740740740740741,-1.36188536976253
"tam",1976,"NFL",0,14,0,"",125,412,-287,"McKay",28,28,27,24,28,28,28,0,-20.5,0,-2.22265289283525
"oti",2013,"NFL",4,4,0,"",173,167,6,"Munchak",20,24,9,12,15,23,32,0.5,0.75,0.548387096774194,0.0892917867223172
"oti",2012,"NFL",6,10,0,"",330,471,-141,"Munchak",23,26,32,27,28,30,32,0.375,-8.8125,0.129032258064516,-1.26613174372135
"oti",2011,"NFL",9,7,0,"",325,317,8,"Munchak",21,17,8,18,17,20,32,0.5625,0.5,0.483870967741935,0.0725925085133055
"oti",2010,"NFL",6,10,0,"",356,339,17,"Fisher",17,27,15,26,16,29,32,0.375,1.0625,0.516129032258065,0.175292892744358
"oti",2009,"NFL",8,8,0,"",354,402,-48,"Fisher",16,12,28,28,21,21,32,0.5,-3,0.354838709677419,-0.402319300152703
"oti",2008,"NFL",13,3,0,"Lost Div",375,234,141,"Fisher",14,21,2,7,1,15,32,0.8125,8.8125,1,1.31512324175104
"oti",2007,"NFL",10,6,0,"Lost WC",301,297,4,"Fisher",22,21,8,5,16,12,32,0.625,0.25,0.516129032258065,0.0343889865053104
"oti",2006,"NFL",8,8,0,"",324,400,-76,"Fisher",16,27,31,32,26,31,32,0.5,-4.75,0.193548387096774,-0.82136115910915
"oti",2005,"NFL",4,12,0,"",299,421,-122,"Fisher",21,17,29,19,29,21,32,0.25,-7.625,0.0967741935483871,-1.15243653981327
"oti",2004,"NFL",5,11,0,"",344,439,-95,"Fisher",15,11,30,27,27,21,32,0.3125,-5.9375,0.161290322580645,-1.03946911333128
"oti",2003,"NFL",12,4,0,"Lost Div",435,324,111,"Fisher",5,8,13,12,4,9,32,0.75,6.9375,0.903225806451613,1.12556041340686
"oti",2002,"NFL",11,5,0,"Lost Conf",367,324,43,"Fisher",13,17,11,10,11,15,32,0.6875,2.6875,0.67741935483871,0.484635513076227
"oti",2001,"NFL",7,9,0,"",336,388,-52,"Fisher",12,8,25,25,22,18,31,0.4375,-3.25,0.3,-0.530224085983753
"oti",2000,"NFL",13,3,0,"Lost Div",346,191,155,"Fisher",13,14,2,1,3,2,31,0.8125,9.6875,0.933333333333333,1.32808256733066
"oti",1999,"NFL",13,3,0,"Lost SB",392,324,68,"Fisher",7,13,15,17,6,17,31,0.8125,4.25,0.833333333333333,0.635064878405107
"oti",1998,"NFL",8,8,0,"",330,320,10,"Fisher",13,9,12,16,13,13,30,0.5,0.625,0.586206896551724,0.0898203870455664
"oti",1997,"NFL",8,8,0,"",333,310,23,"Fisher",14,18,12,22,13,20,30,0.5,1.4375,0.586206896551724,0.259634079201196
"oti",1996,"NFL",8,8,0,"",345,319,26,"Fisher",10,18,16,6,11,8,30,0.5,1.625,0.655172413793103,0.275664607765842
"oti",1995,"NFL",7,9,0,"",348,324,24,"Fisher",15,23,7,5,11,11,30,0.4375,1.5,0.655172413793103,0.283101798670044
"oti",1994,"NFL",2,14,0,"",226,352,-126,"Pardee,Fisher",28,26,21,9,27,21,28,0.125,-7.875,0.0370370370370371,-1.48143053804013
"oti",1993,"NFL",12,4,0,"Lost Div",368,238,130,"Pardee",4,3,4,14,3,3,28,0.75,8.125,0.925925925925926,1.44063545185596
"oti",1992,"NFL",10,6,0,"Lost WC",352,258,94,"Pardee",6,3,9,3,7,2,28,0.625,5.875,0.777777777777778,0.92533152190307
"oti",1991,"NFL",11,5,0,"Lost Div",386,251,135,"Pardee",4,2,6,9,4,3,28,0.6875,8.4375,0.888888888888889,1.20110550385124
"oti",1990,"NFL",9,7,0,"Lost WC",405,307,98,"Pardee",2,1,14,11,5,2,28,0.5625,6.125,0.851851851851852,0.938379649594364
"oti",1989,"NFL",9,7,0,"Lost WC",365,412,-47,"Glanville",7,9,26,13,18,12,28,0.5625,-2.9375,0.37037037037037,-0.477119796731199
"oti",1988,"NFL",10,6,0,"Lost Div",424,365,59,"Glanville",2,14,22,8,8,9,28,0.625,3.6875,0.740740740740741,0.747241308391353
"oti",1987,"NFL",9,6,0,"Lost Div",345,349,-4,"Glanville",10,8,19,17,13,10,28,0.6,-0.266666666666667,0.555555555555556,-0.044162438681867
"oti",1986,"NFL",5,11,0,"",274,329,-55,"Glanville",23,16,16,13,21,14,28,0.3125,-3.4375,0.259259259259259,-0.562575557576505
"oti",1985,"NFL",5,11,0,"",284,412,-128,"Campbell,Glanville",25,24,23,27,24,28,28,0.3125,-8,0.148148148148148,-1.23264898148299
"oti",1984,"NFL",3,13,0,"",240,437,-197,"Campbell",27,23,26,27,26,25,28,0.1875,-12.3125,0.0740740740740741,-1.66622386970526
"oti",1983,"NFL",2,14,0,"",288,460,-172,"Studley,Biles",22,24,27,22,28,23,28,0.125,-10.75,0,-1.95351799011313
"oti",1982,"NFL",1,8,0,"",136,245,-109,"Biles",24,28,27,28,27,28,28,0.111111111111111,-12.1111111111111,0.0370370370370371,-1.98988666751759
"oti",1981,"NFL",7,9,0,"",281,355,-74,"Biles",23,27,18,24,24,27,28,0.4375,-4.625,0.148148148148148,-0.776157356483982
"oti",1980,"NFL",11,5,0,"Lost WC",295,251,44,"Phillips",20,4,2,5,11,4,28,0.6875,2.75,0.62962962962963,0.449241269818849
"oti",1979,"NFL",11,5,0,"Lost Conf",362,331,31,"Phillips",8,22,16,13,10,15,28,0.6875,1.9375,0.666666666666667,0.402679162693878
"oti",1978,"NFL",10,6,0,"Lost Conf",283,298,-15,"Phillips",14,16,16,17,15,16,28,0.625,-0.9375,0.481481481481482,-0.194170049933914
"oti",1977,"NFL",8,6,0,"",299,230,69,"Phillips",5,18,14,14,7,18,28,0.571428571428571,4.92857142857143,0.777777777777778,0.783084087613457
"oti",1976,"NFL",5,9,0,"",222,273,-51,"Phillips",22,24,17,10,18,18,28,0.357142857142857,-3.64285714285714,0.37037037037037,-0.39496619350034
"oti",1975,"NFL",10,4,0,"",293,226,67,"Phillips",12,19,5,11,10,16,26,0.714285714285714,4.78571428571429,0.64,0.539388859728404
"oti",1974,"NFL",7,7,0,"",236,282,-46,"Gillman",17,24,18,22,18,25,26,0.5,-3.28571428571429,0.32,-0.524311265520056
"oti",1973,"NFL",1,13,0,"",199,447,-248,"Gillman,Peterson",23,24,26,24,26,26,26,0.0714285714285714,-17.7142857142857,0,-1.96883939933155
"oti",1972,"NFL",1,13,0,"",164,380,-216,"Peterson",25,26,25,23,25,25,26,0.0714285714285714,-15.4285714285714,0.04,-1.80873314789184
"oti",1971,"NFL",4,9,1,"",251,330,-79,"Hughes",16,22,22,9,19,17,26,0.285714285714286,-5.64285714285714,0.28,-0.7983268658161
"oti",1970,"NFL",3,10,1,"",217,352,-135,"Lemm",20,10,25,25,24,21,26,0.214285714285714,-9.64285714285714,0.08,-1.34729733769998
"oti",1969,"AFL",6,6,2,"Lost Div",278,279,-1,"Lemm",7,5,5,3,5,3,10,0.428571428571429,-0.0714285714285714,0.555555555555556,-0.00959737095685384
"oti",1968,"AFL",7,7,0,"",303,248,55,"Lemm",5,5,3,2,5,4,10,0.5,3.92857142857143,0.555555555555556,0.389698278802891
"oti",1967,"AFL",9,4,1,"Lost Conf",258,199,59,"Lemm",6,8,1,5,3,7,9,0.642857142857143,4.21428571428571,0.75,0.485444642254813
"oti",1966,"AFL",3,11,0,"",335,396,-61,"Lemm",3,7,9,9,7,7,9,0.214285714285714,-4.35714285714286,0.25,-0.503742693229411
"oti",1965,"AFL",4,10,0,"",298,429,-131,"Taylor",5,6,8,8,8,8,8,0.285714285714286,-9.35714285714286,0,-1.57473070104043
"oti",1964,"AFL",4,10,0,"",310,355,-45,"Baugh",5,3,7,8,6,6,8,0.285714285714286,-3.21428571428571,0.285714285714286,-0.454125327947985
"oti",1963,"AFL",6,8,0,"",302,372,-70,"Ivy",6,4,6,6,6,6,8,0.428571428571429,-5,0.285714285714286,-0.592261034189177
"oti",1962,"AFL",11,3,0,"Lost Conf",387,270,117,"Ivy",2,1,2,2,2,2,8,0.785714285714286,8.35714285714286,0.857142857142857,1.0548472989272
"oti",1961,"AFL",10,3,1,"Won Champ",513,242,271,"Lemm,Rymkus",1,1,2,2,1,1,8,0.714285714285714,19.3571428571429,1,2.07621983683715
"oti",1960,"AFL",10,4,0,"Won Champ",379,285,94,"Rymkus",2,1,2,6,2,5,8,0.714285714285714,6.71428571428571,0.857142857142857,1.06982012951546
"was",2013,"NFL",3,5,0,"",203,253,-50,"Shanahan",12,5,31,30,24,11,32,0.375,-6.25,0.258064516129032,-0.744098222685977
"was",2012,"NFL",10,6,0,"Lost WC",436,388,48,"Shanahan",4,5,22,28,12,13,32,0.625,3,0.645161290322581,0.431023572330674
"was",2011,"NFL",5,11,0,"",288,367,-79,"Shanahan",26,16,21,13,24,16,32,0.3125,-4.9375,0.258064516129032,-0.716851021568891
"was",2010,"NFL",6,10,0,"",302,377,-75,"Shanahan",25,18,21,31,27,26,32,0.375,-4.6875,0.161290322580645,-0.773350997401581
"was",2009,"NFL",4,12,0,"",266,336,-70,"Zorn",26,22,18,10,24,18,32,0.25,-4.375,0.258064516129032,-0.586715646056026
"was",2008,"NFL",8,8,0,"",265,296,-31,"Zorn",28,19,6,4,22,12,32,0.5,-1.9375,0.32258064516129,-0.289140570881434
"was",2007,"NFL",9,7,0,"Lost WC",334,310,24,"Gibbs",18,15,11,8,12,9,32,0.5625,1.5,0.645161290322581,0.206333919031863
"was",2006,"NFL",5,11,0,"",307,376,-69,"Gibbs",20,13,27,31,24,23,32,0.3125,-4.3125,0.258064516129032,-0.745709473401728
"was",2005,"NFL",10,6,0,"Lost Div",359,293,66,"Gibbs",13,11,9,9,11,9,32,0.625,4.125,0.67741935483871,0.623449275636688
"was",2004,"NFL",6,10,0,"",240,265,-25,"Gibbs",31,30,5,3,19,14,32,0.375,-1.5625,0.419354838709677,-0.273544503508231
"was",2003,"NFL",5,11,0,"",287,372,-85,"Spurrier",22,23,24,25,25,27,32,0.3125,-5.3125,0.225806451612903,-0.861915631888137
"was",2002,"NFL",7,9,0,"",307,365,-58,"Spurrier",25,20,21,5,26,14,32,0.4375,-3.625,0.193548387096774,-0.653694412986539
"was",2001,"NFL",8,8,0,"",256,303,-47,"Schottenheimer",28,28,13,10,20,23,31,0.5,-2.9375,0.366666666666667,-0.479241000793008
"was",2000,"NFL",8,8,0,"",281,269,12,"Turner,Robiskie",24,11,7,4,16,6,31,0.5,0.75,0.5,0.102819295535277
"was",1999,"NFL",10,6,0,"Lost Div",443,377,66,"Turner",2,2,24,30,8,11,31,0.625,4.125,0.766666666666667,0.616386499628486
"was",1998,"NFL",6,10,0,"",319,421,-102,"Turner",17,15,28,24,27,19,30,0.375,-6.375,0.103448275862069,-0.916167947864777
"was",1997,"NFL",8,7,1,"",327,289,38,"Turner",15,16,8,16,11,13,30,0.5,2.375,0.655172413793103,0.428960652593281
"was",1996,"NFL",9,7,0,"",364,312,52,"Turner",8,9,13,28,8,23,30,0.5625,3.25,0.758620689655172,0.551329215531684
"was",1995,"NFL",6,10,0,"",326,359,-33,"Turner",18,18,21,18,21,18,30,0.375,-2.0625,0.310344827586207,-0.38926497317131
"was",1994,"NFL",3,13,0,"",320,412,-92,"Turner",13,17,28,26,25,27,28,0.1875,-5.75,0.111111111111111,-1.08167944047375
"was",1993,"NFL",4,12,0,"",230,345,-115,"Petitbon",25,26,23,26,24,28,28,0.25,-7.1875,0.148148148148148,-1.27440828433412
"was",1992,"NFL",9,7,0,"Lost Div",300,255,45,"Gibbs",14,12,8,7,12,9,28,0.5625,2.8125,0.592592592592593,0.442977856230193
"was",1991,"NFL",14,2,0,"Won SB",485,224,261,"Gibbs",1,4,2,3,1,1,28,0.875,16.3125,1,2.32213730744574
"was",1990,"NFL",10,6,0,"Lost Div",381,301,80,"Gibbs",4,4,13,14,8,4,28,0.625,5,0.740740740740741,0.766024203750501
"was",1989,"NFL",10,6,0,"",386,308,78,"Gibbs",5,2,13,9,9,2,28,0.625,4.875,0.703703703703704,0.791815832873054
"was",1988,"NFL",7,9,0,"",345,387,-42,"Gibbs",10,6,26,16,17,8,28,0.4375,-2.625,0.407407407407407,-0.531934490719269
"was",1987,"NFL",11,4,0,"Won SB",379,285,94,"Gibbs",4,3,6,18,4,8,28,0.733333333333333,6.26666666666667,0.888888888888889,1.03781730902387
"was",1986,"NFL",12,4,0,"Lost Conf",368,296,72,"Gibbs",9,5,9,21,8,8,28,0.75,4.5,0.740740740740741,0.736462548100153
"was",1985,"NFL",10,6,0,"",297,312,-15,"Gibbs",20,14,11,3,17,4,28,0.625,-0.9375,0.407407407407407,-0.144451052517538
"was",1984,"NFL",11,5,0,"Lost Div",426,310,116,"Gibbs",3,9,11,18,4,17,28,0.6875,7.25,0.888888888888889,0.981126745613251
"was",1983,"NFL",14,2,0,"Lost SB",541,332,209,"Gibbs",1,3,11,12,1,3,28,0.875,13.0625,1,2.37375151124212
"was",1982,"NFL",8,1,0,"Won SB",190,128,62,"Gibbs",12,7,1,4,5,6,28,0.888888888888889,6.88888888888889,0.851851851851852,1.1318621411568
